page_id,dataset,source_path,error_type,message
coru_page_a8c947516a7a1c,coru,data/raw/public/coru/Receipt Question Answering/test/320b101e-de86-42d4-9c82-f3f4fefd7896.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\320b101e-de86-42d4-9c82-f3f4fefd7896.json
coru_page_ab936ace5f26c4,coru,data/raw/public/coru/Receipt Question Answering/test/1c6eb01c-25f6-4f05-8c13-a5696c9e63f9.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\1c6eb01c-25f6-4f05-8c13-a5696c9e63f9.json
coru_page_abbf36e5a48ac9,coru,data/raw/public/coru/Receipt Question Answering/test/297bd7ce-2d9c-40b2-8c83-4fee61beecfa.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\297bd7ce-2d9c-40b2-8c83-4fee61beecfa.json
coru_page_b1107cca87fd3f,coru,data/raw/public/coru/Receipt Question Answering/test/57a0da0a-32a6-413e-b9ca-b606fe605cb6.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\57a0da0a-32a6-413e-b9ca-b606fe605cb6.json
coru_page_b1f80da959c5e1,coru,data/raw/public/coru/Receipt Question Answering/test/87f3acea-79d2-4710-aec9-afe82cc0253c.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\87f3acea-79d2-4710-aec9-afe82cc0253c.json
coru_page_b21cec8bbb356d,coru,data/raw/public/coru/Receipt Question Answering/test/268aeedd-b3dc-4f44-a445-b185ce38aed0.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\268aeedd-b3dc-4f44-a445-b185ce38aed0.json
coru_page_b246eff768aaae,coru,data/raw/public/coru/Receipt Question Answering/test/17e9470c-3491-4696-8aed-7ed4adeae987.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\17e9470c-3491-4696-8aed-7ed4adeae987.json
coru_page_b3be2534218e85,coru,data/raw/public/coru/Receipt Question Answering/test/24a8a720-8987-403b-9b51-f00fec4c46ea.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\24a8a720-8987-403b-9b51-f00fec4c46ea.json
coru_page_b3fc87b8bb67aa,coru,data/raw/public/coru/Receipt Question Answering/test/158a4b8b-e2e8-4e4a-a903-da3b9ee3bb90.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\158a4b8b-e2e8-4e4a-a903-da3b9ee3bb90.json
coru_page_b4d4b6eae4664c,coru,data/raw/public/coru/Receipt Question Answering/test/606bf7bf-e384-46ab-ae97-be1a5654aef8.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\606bf7bf-e384-46ab-ae97-be1a5654aef8.json
coru_page_b96bf2582d9aed,coru,data/raw/public/coru/Receipt Question Answering/test/155b5ab7-e1b0-4f24-a37e-b461c5a47b21.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\155b5ab7-e1b0-4f24-a37e-b461c5a47b21.json
coru_page_b9e1aad73875a1,coru,data/raw/public/coru/Receipt Question Answering/test/1196-receipt.jpg,JSONDecodeError,Expecting value: line 42 column 1 (char 3086)
coru_page_bada9384ca2af6,coru,data/raw/public/coru/Receipt Question Answering/test/55ec4280-3f54-4c73-9944-0ed8f8487385.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\55ec4280-3f54-4c73-9944-0ed8f8487385.json
coru_page_bd4ab5572a2cb9,coru,data/raw/public/coru/Receipt Question Answering/test/095ed603-b6a3-4e65-8fb5-11a28e92d62d.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\095ed603-b6a3-4e65-8fb5-11a28e92d62d.json
coru_page_c045e1ac51f1bb,coru,data/raw/public/coru/Receipt Question Answering/test/19c57111-dcfb-4da2-becf-5baf70452ad9.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\19c57111-dcfb-4da2-becf-5baf70452ad9.json
coru_page_c1885010299f54,coru,data/raw/public/coru/Receipt Question Answering/test/10602a32-b278-46a0-90c3-7f7db2637baf.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\10602a32-b278-46a0-90c3-7f7db2637baf.json
coru_page_c1f0b8f5593e13,coru,data/raw/public/coru/Receipt Question Answering/test/8631ab88-236e-49bd-b00c-625f1fce296f.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\8631ab88-236e-49bd-b00c-625f1fce296f.json
coru_page_c216c7772dd0fc,coru,data/raw/public/coru/Receipt Question Answering/test/b710c8b5-40d1-4fa5-bdfc-3c2eca97169b.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\b710c8b5-40d1-4fa5-bdfc-3c2eca97169b.json
coru_page_c2ee873265b72c,coru,data/raw/public/coru/Receipt Question Answering/test/53ea0a2d-a631-4f00-a372-b71b04b2a7ff.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\53ea0a2d-a631-4f00-a372-b71b04b2a7ff.json
coru_page_c4bf86323b8710,coru,data/raw/public/coru/Receipt Question Answering/test/63b72864-115d-4a5d-9af8-0d9520f3382b.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\63b72864-115d-4a5d-9af8-0d9520f3382b.json
coru_page_c6932349a7fb44,coru,data/raw/public/coru/Receipt Question Answering/test/325e29e4-a7dc-40d3-a893-a4487bb421e9.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\325e29e4-a7dc-40d3-a893-a4487bb421e9.json
coru_page_c76888d130a88f,coru,data/raw/public/coru/Receipt Question Answering/test/17c0e20a-db0b-47a8-ace3-a2f0401cde0f.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\17c0e20a-db0b-47a8-ace3-a2f0401cde0f.json
coru_page_c9609c115bcbfa,coru,data/raw/public/coru/Receipt Question Answering/test/b8f64ec2-f7c3-4502-934d-31886850c7d3.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\b8f64ec2-f7c3-4502-934d-31886850c7d3.json
coru_page_ca44f06efd663b,coru,data/raw/public/coru/Receipt Question Answering/test/97f06691-1f97-4767-b3da-79d7b4d10bee.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\97f06691-1f97-4767-b3da-79d7b4d10bee.json
coru_page_ca9d43d401a9ba,coru,data/raw/public/coru/Receipt Question Answering/test/15690ea1-3549-4a45-8c73-1f20e602a661.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\15690ea1-3549-4a45-8c73-1f20e602a661.json
coru_page_cc0a211cbb16cb,coru,data/raw/public/coru/Receipt Question Answering/test/249b2a94-ecfa-4f59-8f9b-4a342d1ed88c.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\249b2a94-ecfa-4f59-8f9b-4a342d1ed88c.json
coru_page_d10b649cb127d6,coru,data/raw/public/coru/Receipt Question Answering/test/31f84323-303f-46a3-a840-4f6e5ab90ead.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\31f84323-303f-46a3-a840-4f6e5ab90ead.json
coru_page_d1d3139ce0697a,coru,data/raw/public/coru/Receipt Question Answering/test/205c0f98-9e77-4b67-af89-0796a006427d.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\205c0f98-9e77-4b67-af89-0796a006427d.json
coru_page_d6bfd4c6f45564,coru,data/raw/public/coru/Receipt Question Answering/test/43e7b48b-6516-484c-9b6f-fe0538438256.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\43e7b48b-6516-484c-9b6f-fe0538438256.json
coru_page_df7cbec1cd57c5,coru,data/raw/public/coru/Receipt Question Answering/test/335a63df-7e96-40a5-9b9f-25ca15a129b3.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\335a63df-7e96-40a5-9b9f-25ca15a129b3.json
coru_page_e345e0df8bf612,coru,data/raw/public/coru/Receipt Question Answering/test/091d2861-a215-4109-a09a-1a71860dfa35.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\091d2861-a215-4109-a09a-1a71860dfa35.json
coru_page_e3c0b79be4593e,coru,data/raw/public/coru/Receipt Question Answering/test/38bbac0c-b5af-40d4-ab2f-cab84f7a39fd.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\38bbac0c-b5af-40d4-ab2f-cab84f7a39fd.json
coru_page_e4185a3b242bdb,coru,data/raw/public/coru/Receipt Question Answering/test/28ec5c5e-7675-4ab0-a2d7-8d64971ba785.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\28ec5c5e-7675-4ab0-a2d7-8d64971ba785.json
coru_page_e8cb1cc4b54177,coru,data/raw/public/coru/Receipt Question Answering/test/247d993c-5432-4aa6-ba67-6c504c8421a6.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\247d993c-5432-4aa6-ba67-6c504c8421a6.json
coru_page_eefca42dabbf77,coru,data/raw/public/coru/Receipt Question Answering/test/043b3c00-99a2-4832-ab98-3c417348b33e.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\043b3c00-99a2-4832-ab98-3c417348b33e.json
coru_page_f0820cb59a6d66,coru,data/raw/public/coru/Receipt Question Answering/test/ea76efbe-6585-4d7a-af97-e6a3711a66be.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\ea76efbe-6585-4d7a-af97-e6a3711a66be.json
coru_page_f0d53b5dff6b91,coru,data/raw/public/coru/Receipt Question Answering/test/29d62461-3c61-4b78-bf9a-84abaeee4904.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\29d62461-3c61-4b78-bf9a-84abaeee4904.json
coru_page_f278e69d080c5b,coru,data/raw/public/coru/Receipt Question Answering/test/df49b768-c37a-4d9d-98a8-1de8c311d8b6.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\df49b768-c37a-4d9d-98a8-1de8c311d8b6.json
coru_page_f32b815568925a,coru,data/raw/public/coru/Receipt Question Answering/test/b4d2cb52-2e41-4fae-90aa-2936fc977ffc.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\b4d2cb52-2e41-4fae-90aa-2936fc977ffc.json
coru_page_f3da741a0f2d7b,coru,data/raw/public/coru/Receipt Question Answering/test/267ca3c4-2277-4b9a-a245-263a055a6e85.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\267ca3c4-2277-4b9a-a245-263a055a6e85.json
coru_page_f48c5d055a858c,coru,data/raw/public/coru/Receipt Question Answering/test/83a032ff-0380-44c6-98be-1fc705674e36.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\83a032ff-0380-44c6-98be-1fc705674e36.json
coru_page_f54ef3047b6b6b,coru,data/raw/public/coru/Receipt Question Answering/test/6479d767-ad76-4d05-832b-1fb4fad9ccce.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\6479d767-ad76-4d05-832b-1fb4fad9ccce.json
coru_page_f78d38b499a813,coru,data/raw/public/coru/Receipt Question Answering/test/66bfb5d2-1260-416f-98b4-a9ef4d990ada.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\66bfb5d2-1260-416f-98b4-a9ef4d990ada.json
coru_page_f9814a1f48ad71,coru,data/raw/public/coru/Receipt Question Answering/test/153b2ec2-9d9a-429a-99ee-70caa478639e.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\153b2ec2-9d9a-429a-99ee-70caa478639e.json
coru_page_fb29be220b6fa2,coru,data/raw/public/coru/Receipt Question Answering/test/150df805-c3a5-48c2-a6dc-073a0f5571d2.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\150df805-c3a5-48c2-a6dc-073a0f5571d2.json
coru_page_fc93a4f8400bc2,coru,data/raw/public/coru/Receipt Question Answering/test/124c4d20-cc03-4785-8201-857e51285b64.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\124c4d20-cc03-4785-8201-857e51285b64.json
coru_page_fdaa5311b13598,coru,data/raw/public/coru/Receipt Question Answering/test/887fba7d-d05e-421b-8990-50f467c76ccf.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\887fba7d-d05e-421b-8990-50f467c76ccf.json
coru_page_fff380a16f9c30,coru,data/raw/public/coru/Receipt Question Answering/test/91e6ef3b-3e6d-48c9-bd17-f03ef8cd3886.jpg,AnnotationConversionError,CORU QA annotation missing: C:\Assumption University\CSX4201\Project\data\raw\public\coru\Receipt Question Answering\test\91e6ef3b-3e6d-48c9-bd17-f03ef8cd3886.json
